GO Term ID,GO Term Name,Num Annotations,ES,p-value,NES,FDR q-value,LES size,Leading-edge subset
GO:0006281,DNA repair,314,1.3376623376623356,0.626,1.0000000000000084,1.2962962962962963,5,YML061C;YOL095C;YHR120W;YHR031C;YJR144W
GO:0000003,reproduction,516,1.1778290993071598,0.412,1.0000000000000056,0.9153601454214951,6,YNL079C;YDL006W;YDL029W;YDR150W;YOR326W;YIL138C
GO:0007005,mitochondrion organization,292,0.9999999999999998,0.0,0.9999999999999999,0.9602931152010907,82,YNL310C;YJL112W;YDL217C;YML091C;YDR219C;YLR190W;YJR120W;YPL098C;YLL006W;YLL013C;YMR012W;YOR211C;YNL026W;YOR326W;YNL304W;YOL009C;YGR181W;YML058W;YNL070W;YOR330C;YHR005C-A;YMR060C;YLR368W;YAL010C;YOL095C;YBR185C;YJR135W-A;YCR028C-A;YOR147W;YMR211W;YDL198C;YDL029W;YIL138C;YHR120W;YIL062C;YLR304C;YDR296W;YDR393W;YNL066W;YGR101W;YDR150W;YFL036W;YMR134W;YDL006W;YKL053C-A;YMR302C;YNL079C;YBR192W;YOR266W;YJR118C;YPR131C;YER154W;YMR072W;YDR470C;YNL213C;YNL055C;YIL065C;YDL142C;YBR091C;YGL219C;YLR355C;YHR083W;YOL027C;YGL055W;YOL076W;YGL020C;YPR083W;YPR125W;YML061C;YPR024W;YHR031C;YML104C;YLL001W;YJL054W;YOR037W;YDR258C;YNL121C;YJR144W;YMR241W;YBR179C;YPR140W;YEL020W-A
GO:0007033,vacuole organization,115,3.4687499999999996,0.883,0.9999999999999999,0.9602931152010907,4,YOR326W;YNL079C;YIL138C;YNL304W
GO:1903047,mitotic cell cycle process,368,1.2807017543859653,0.662,0.999999999999995,0.9261758691206544,3,YOR326W;YNL079C;YIL138C
GO:0051052,regulation of DNA metabolic process,126,2.813953488372096,0.099,0.9999999999999889,0.8386162235855488,5,YML058W;YML061C;YHR031C;YDR296W;YCR028C-A
GO:0006310,DNA recombination,254,1.4619883040935637,0.574,0.9999999999999839,0.8568507157464212,4,YJR144W;YML061C;YOL095C;YDR296W
GO:0000011,vacuole inheritance,20,-0.3968253968253968,0.9089147286821705,-0.630860299743979,0.987613149118628,3,YOR326W;YNL079C;YIL138C
GO:0006312,mitotic recombination,57,-2.153846153846157,0.325,-0.9313309717440793,0.7823725583611243,1,
GO:0048308,organelle inheritance,57,-1.5000000000000007,0.812,-0.9653119946428365,0.8582658408766078,1,
GO:0000001,mitochondrion inheritance,24,-0.30508474576271194,0.3176470588235294,-1.0859123401654083,0.37541686517389233,18,YPR131C;YNL079C;YLL001W;YLR190W;YDL006W;YMR072W;YIL062C;YGL055W;YOL076W;YOR147W;YML104C;YDL029W;YDR150W;YNL304W;YOR326W;YPR083W;YOL009C;YIL138C
GO:0000002,mitochondrial genome maintenance,50,-0.8294861772284496,0.139,-1.095036164069577,0.5281086231538829,5,YLR355C;YMR211W;YLL006W;YOR330C;YAL010C
GO:0048311,mitochondrion distribution,26,-0.3157894736842105,0.26900584795321636,-1.1276718069162017,0.8561219628394474,20,YDL006W;YNL079C;YLR190W;YGL055W;YOL076W;YOR147W;YMR211W;YMR012W;YPR083W;YDL029W;YIL138C;YPR131C;YMR072W;YIL062C;YML104C;YNL304W;YOR326W;YOL009C;YLL001W;YDR150W
