Batch,Training Loss
0,411.7705893242987
100,749.1414816174525
200,685.719537783761
300,621.5931829639483
400,546.8786502212411
500,506.9793407090384
600,432.7276459213079
700,423.9001768218464
800,433.0897948204437
900,427.37071710242554
1000,381.8457213572803
1100,350.750702940226
1200,368.3935164270252
1300,431.6063047811201
1400,357.3891772535941
1500,317.5323870336323
1600,307.83521988185646
1700,304.6115328991548
1800,295.5481176092519
1900,287.74930702964673
2000,285.5148965274494
2100,279.1556474348048
2200,284.18862826141327
2300,279.6495020441839
2400,269.97771461430335
2500,262.93705714396594
2600,254.71492874965165
2700,246.68192545272015
2800,255.36125971414754
2900,251.8694442504839
3000,240.4741244101437
3100,242.88855067234232
3200,237.60481578691687
3300,234.21984458441793
3400,222.71800596153886
3500,228.36068281668994
3600,233.3568873630107
3700,224.38050380480877
3800,221.02469998379823
3900,219.2440748501762
4000,216.4935738948775
4100,220.10533896586855
4200,215.13185034405737
4300,223.46714047639816
4400,227.99694109072271
4500,208.56564831932093
4600,209.06564191396896
4700,209.7184522818749
4800,218.69409907398415
4900,198.98872833889175
5000,199.65146344762394
5100,196.78470273652954
5200,190.66141067754725
5300,195.34883583557746
5400,191.8847839909048
5500,189.40739791004796
5600,193.24402410278174
5700,191.32097275217694
5800,194.22814241853177
5900,200.40885683298006
6000,191.3649080599638
6100,188.1424892615152
6200,187.75554686144827
6300,185.09548126344433
6400,191.64158127541137
6500,181.39077602412286
6600,174.0436940239807
6700,173.9666726202017
6800,175.72413167230536
6900,182.17163961355146
7000,184.23747497965522
7100,182.19631969410494
7200,174.53894368512096
7300,167.01050408550506
7400,168.83553637797488
7500,170.31082019106
7600,167.5244054733105
7700,177.64691293140794
7800,182.54751567157174
7900,163.43005831044448
8000,165.96777246473764
8100,166.4004331541904
8200,163.95058676134698
8300,172.28788667136516
8400,161.96950365487356
8500,162.13092746032586
8600,156.24552173241898
8700,153.43676613841433
8800,152.3746254413854
8900,156.33333825581332
9000,169.67558118766954
9100,183.8174928063786
9200,167.68195038329776
9300,159.07258278679214
9400,153.89447448550106
9500,153.5370704850737
9600,180.0221241180883
9700,164.44335912063454
9800,163.52962303560759
9900,168.18669082142586
10000,159.9630231875334
10100,150.76750011063234
10200,154.41724145796547
10300,151.68220987802957
10400,146.67906851903143
10500,148.48075755992767
10600,149.65171600414234
10700,145.3861183997753
10800,134.52247211370357
10900,144.66901962631295
11000,142.2196754976207
11100,140.67518131192608
11200,143.02849142243295
11300,136.33169837746217
11400,136.96541081392735
11500,143.36061895009001
11600,136.76903362975108
11700,138.1541341981747
11800,135.0658827818812
11900,136.6599328420804
12000,135.50409275906983
12100,141.6129612897802
12200,158.63957035573483
12300,141.750170855863
12400,132.9104306086543
12500,132.1347269644953
12600,137.79158903507147
12700,146.63085658764436
12800,132.54446385838477
12900,130.51190966113546
13000,133.47437340518923
13100,130.781566895652
13200,124.71381056725178
13300,132.0643049823355
13400,132.82749379464104
13500,127.64662475111831
13600,129.14777388347002
13700,131.07525272478907
13800,151.41955011344874
13900,133.19824649698594
14000,128.6310888562308
14100,135.45910841244648
14200,132.8351473937507
14300,129.9423981466966
14400,133.0049754908802
14500,125.88346032426428
14600,119.66900713440361
14700,124.31618869639364
14800,120.60523563874607
14900,125.43861755241926
15000,122.09181063713599
15100,120.93227073853099
15200,117.00399730499957
15300,120.64082620744338
15400,122.27626492370746
15500,123.02070688571277
15600,119.88180268728364
15700,117.59647917322593
15800,114.78740277286028
15900,114.10556663543709
16000,121.28017557489218
16100,114.51565696685392
16200,129.6477909531258
16300,125.2464675331077
16400,118.42853603805875
16500,116.0541889971336
16600,110.41553975876013
16700,120.6996308013629
16800,114.4447469184609
16900,115.28819745321256
17000,118.17563606975885
17100,114.42764811908965
17200,116.16931143227923
17300,110.50135644984871
17400,112.2030481931494
17500,112.20731139931543
17600,111.52824068713768
17700,107.81541855564838
17800,110.14548315799112
17900,115.95731612266196
18000,121.02622690411005
18100,108.50429971269037
18200,111.08232938727129
18300,110.01241423467884
18400,104.86503734391158
18500,108.80986268912231
18600,109.58481179958994
18700,116.90463699805366
18800,116.76534783697406
18900,108.22231594367223
19000,106.45532777736452
19100,107.16145431888039
19200,110.58193440507495
19300,108.86954226139974
19400,108.48008179756248
19500,111.77180500065445
19600,110.25799999650422
19700,109.84945448467728
19800,107.97607930471537
19900,109.18516272327534
20000,109.447314820037
20100,109.0317341520838
20200,105.07426544358398
20300,104.19568241955504
20400,119.15824616396179
20500,115.77027742476726
20600,100.09515582013938
20700,112.46252602514632
20800,103.47595848718524
20900,111.26740978330547
21000,102.11057653677055
21100,99.6286285083
21200,103.55197415255506
21300,97.34702713777675
21400,100.3270902857384
21500,97.51681416275632
21600,96.65183715772288
21700,106.65042310639298
21800,98.51849915586776
21900,99.47953309429381
22000,98.11285366741242
22100,99.14914771695638
22200,102.07469331516974
22300,102.29387404806522
22400,103.71754056059598
22500,104.46863263554249
22600,99.78044047175118
22700,97.8346265458943
22800,100.50232663991692
22900,99.03822465289579
23000,98.93673488762248
23100,95.97730744118968
23200,110.86654933473201
23300,123.39569118171151
23400,103.96833980615297
23500,98.61465300415313
23600,91.59658831868097
23700,119.72084874404544
23800,105.29528972619336
23900,95.46850849170234
24000,92.92177598540292
24100,92.71197276739709
24200,94.03580889275628
24300,98.03800850843577
24400,97.46956530224926
24500,97.68119182759914
24600,95.46307710245337
24700,88.98358984668538
24800,95.0841904634682
24900,98.10242530888694
25000,89.78249258464554
25100,86.31400982194897
25200,87.82665527033586
25300,90.97789107150439
25400,92.38185441576769
25500,92.46769601396656
25600,99.21656211559589
25700,90.20247662813901
25800,94.14180668684011
25900,107.26408833430936
26000,97.41733271028743
26100,87.72930777684901
26200,88.23729900855929
26300,89.07878965005288
26400,86.01743474198537
26500,89.97717972181701
26600,86.67294904550292
26700,91.10283007840177
26800,114.08346930141784
26900,97.89381161002811
27000,90.27136947708982
27100,88.22683131925929
27200,87.46943314308628
27300,87.70420365741751
27400,84.07115593618063
27500,84.96076702446406
27600,84.49948406299181
27700,89.54060833437944
27800,97.9112940414499
27900,88.83297059920265
28000,89.98175113892707
28100,83.63745357467417
28200,80.92630246796875
28300,80.6422315693955
28400,79.24344134339748
28500,84.90454225585681
28600,85.20028989499004
28700,85.58350522982045
28800,97.60008351042863
28900,104.81837245512969
29000,101.88664860271396
29100,87.95873519314635
29200,84.31103872686934
29300,84.58471525517598
29400,89.58912773989661
29500,90.68452960138397
29600,85.84330233561185
29700,90.17131875733246
29800,82.01281297762684
29900,80.25744183730907
30000,84.65001355452063
30100,81.50739760476245
30200,87.51263614003207
30300,84.16254955932037
30400,86.3380327855333
30500,85.7931069724493
30600,95.09302497903212
30700,87.51386270728003
30800,81.95652691984485
30900,82.36067050169633
31000,84.62744126617874
31100,81.18403136627364
31200,77.2710212315553
31300,76.61523114397342
31400,78.88627373149285
31500,82.65997625723875
31600,78.42872097039539
31700,78.25390376401646
31800,78.78380141800103
31900,81.16087239023554
32000,75.95185843877302
32100,76.82588751796436
32200,78.23494108719215
32300,78.65226861970335
32400,88.23993970209412
32500,81.71074787811247
32600,78.3597471365143
32700,80.52949018392802
32800,74.80850482565047
32900,99.89749315507366
33000,93.04483176734784
33100,89.35823049612169
33200,91.72963280128961
33300,92.99692686942961
33400,77.33972639855388
33500,92.78165785359587
33600,89.28658367896465
33700,86.26355475408288
33800,84.7325980310217
33900,80.68655580132669
34000,82.70481457800335
34100,79.35287176061247
34200,80.28087978332019
34300,80.4211970623628
34400,78.85238551490953
34500,77.5450865822836
34600,80.09005402920103
34700,74.44969278737626
34800,72.68032979401768
34900,99.23954635454484
35000,81.82571067658763
