Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/FL_Control/CE_x_b_113x25000x53_batch50_Train_/
./Yeast Resources/Pairwise/Spell/FL_Control/CE_x_b_113x25000x53_batch50_Test_/
100 Batch Cumulative Loss: 16.28986746072769
Time for 100 Batches: 0.0076781551043192545
100 Batch Cumulative Loss: 17.995886713266373
Time for 100 Batches: 0.7711598356564839
100 Batch Cumulative Loss: 20.25272849202156
Time for 100 Batches: 0.7645365238189697
100 Batch Cumulative Loss: 19.909489542245865
Time for 100 Batches: 0.7657022714614868
100 Batch Cumulative Loss: 19.595614433288574
Time for 100 Batches: 0.7654413183530172
100 Batch Cumulative Loss: 18.41753263026476
Time for 100 Batches: 0.7656588355700175
100 Batch Cumulative Loss: 20.370400115847588
Time for 100 Batches: 0.7658138593037923
100 Batch Cumulative Loss: 19.85632299631834
Time for 100 Batches: 0.7716478983561198
100 Batch Cumulative Loss: 19.703776322305202
Time for 100 Batches: 0.7685662666956584
100 Batch Cumulative Loss: 19.81094867736101
Time for 100 Batches: 0.7689447045326233
100 Batch Cumulative Loss: 20.80498018115759
Time for 100 Batches: 0.7656086643536886
100 Batch Cumulative Loss: 21.449792347848415
Time for 100 Batches: 0.7655185580253601
100 Batch Cumulative Loss: 19.4978985786438
Time for 100 Batches: 0.7689163645108541
100 Batch Cumulative Loss: 20.627083770930767
Time for 100 Batches: 0.7685732007026672
100 Batch Cumulative Loss: 19.777009427547455
Time for 100 Batches: 0.7687435785929362
100 Batch Cumulative Loss: 18.39893227815628
Time for 100 Batches: 0.7684917171796163
100 Batch Cumulative Loss: 18.75105043500662
Time for 100 Batches: 0.7647862633069357
100 Batch Cumulative Loss: 20.340159997344017
Time for 100 Batches: 0.7626288970311482
100 Batch Cumulative Loss: 17.597739204764366
Time for 100 Batches: 0.76914857228597
100 Batch Cumulative Loss: 18.66204012185335
Time for 100 Batches: 0.7668959538141886
100 Batch Cumulative Loss: 18.163153916597366
Time for 100 Batches: 0.7688525358835856
100 Batch Cumulative Loss: 14.867799080908298
Time for 100 Batches: 0.7654566725095113
100 Batch Cumulative Loss: 19.60259461402893
Time for 100 Batches: 0.7735162218411763
100 Batch Cumulative Loss: 19.130055896937847
Time for 100 Batches: 0.7654078006744385
100 Batch Cumulative Loss: 21.23158073425293
Time for 100 Batches: 0.7675234278043112
100 Batch Cumulative Loss: 19.882190331816673
Time for 100 Batches: 0.7668311953544616
100 Batch Cumulative Loss: 17.966596961021423
Time for 100 Batches: 0.7686295827229818
100 Batch Cumulative Loss: 20.384131222963333
Time for 100 Batches: 0.7694948474566142
100 Batch Cumulative Loss: 17.911224521696568
Time for 100 Batches: 0.7683130462964376
100 Batch Cumulative Loss: 19.765368588268757
Time for 100 Batches: 0.7704583287239075
100 Batch Cumulative Loss: 19.620189763605595
Time for 100 Batches: 0.7701369841893514
100 Batch Cumulative Loss: 19.541118815541267
Time for 100 Batches: 0.768861997127533
100 Batch Cumulative Loss: 17.985911831259727
Time for 100 Batches: 0.7704973657925923
100 Batch Cumulative Loss: 16.705366536974907
Time for 100 Batches: 0.7606335759162903
100 Batch Cumulative Loss: 16.568959191441536
Time for 100 Batches: 0.7716603994369506
100 Batch Cumulative Loss: 19.278373941779137
Time for 100 Batches: 0.774334462483724
100 Batch Cumulative Loss: 18.041224248707294
Time for 100 Batches: 0.768485152721405
100 Batch Cumulative Loss: 20.55695427954197
Time for 100 Batches: 0.7658917784690857
100 Batch Cumulative Loss: 17.627791471779346
Time for 100 Batches: 0.7661635160446167
100 Batch Cumulative Loss: 20.481058664619923
Time for 100 Batches: 0.764647348721822
100 Batch Cumulative Loss: 18.11103866994381
Time for 100 Batches: 0.7682727773984274
100 Batch Cumulative Loss: 20.446584559977055
Time for 100 Batches: 0.7709945003191631
100 Batch Cumulative Loss: 18.525931552052498
Time for 100 Batches: 0.7657766222953797
100 Batch Cumulative Loss: 22.470384515821934
Time for 100 Batches: 0.7692686756451924
100 Batch Cumulative Loss: 14.539534948766232
Time for 100 Batches: 0.7683053612709045
100 Batch Cumulative Loss: 16.80809350311756
Time for 100 Batches: 0.7692570090293884
100 Batch Cumulative Loss: 17.96722139418125
Time for 100 Batches: 0.7691548148790995
100 Batch Cumulative Loss: 17.584392488002777
Time for 100 Batches: 0.7711760640144348
100 Batch Cumulative Loss: 19.381451040506363
Time for 100 Batches: 0.7679912090301514
