Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/FL_Control/CE_x_b_113x25000x53_batch50_gamma0_Train_/
./Yeast Resources/Pairwise/Spell/FL_Control/CE_x_b_113x25000x53_batch50_gamma0_Test_/
100 Batch Cumulative Loss: 24.53683042526245
Time for 100 Batches: 0.008743794759114583
100 Batch Cumulative Loss: 17.9542691230774
Time for 100 Batches: 0.6826445579528808
100 Batch Cumulative Loss: 17.590722632408145
Time for 100 Batches: 0.6730648517608643
100 Batch Cumulative Loss: 17.93004699707031
Time for 100 Batches: 0.652765425046285
100 Batch Cumulative Loss: 18.279418911933906
Time for 100 Batches: 0.6611673434575399
100 Batch Cumulative Loss: 17.14467754840851
Time for 100 Batches: 0.6587132414182028
100 Batch Cumulative Loss: 18.547022609710694
Time for 100 Batches: 0.6618317166964213
100 Batch Cumulative Loss: 18.357877354621884
Time for 100 Batches: 0.6660157601038615
100 Batch Cumulative Loss: 17.842501292228693
Time for 100 Batches: 0.6908294399579366
100 Batch Cumulative Loss: 18.799192075729373
Time for 100 Batches: 0.664341147740682
100 Batch Cumulative Loss: 19.087652363777153
Time for 100 Batches: 0.6645902872085572
100 Batch Cumulative Loss: 15.060940027236938
Time for 100 Batches: 0.6683486859003703
100 Batch Cumulative Loss: 18.92044690132141
Time for 100 Batches: 0.6656264901161194
100 Batch Cumulative Loss: 20.24352619647979
Time for 100 Batches: 0.6647113045056661
100 Batch Cumulative Loss: 17.12163607597351
Time for 100 Batches: 0.6645379622777303
100 Batch Cumulative Loss: 18.802287945747377
Time for 100 Batches: 0.6679991841316223
100 Batch Cumulative Loss: 18.509879655838017
Time for 100 Batches: 0.6633596738179525
100 Batch Cumulative Loss: 18.551974968910223
Time for 100 Batches: 0.6684562683105468
100 Batch Cumulative Loss: 16.93695775508881
Time for 100 Batches: 0.6655673265457154
100 Batch Cumulative Loss: 18.984387836456293
Time for 100 Batches: 0.667400856812795
100 Batch Cumulative Loss: 18.93117621898651
Time for 100 Batches: 0.6660505890846252
100 Batch Cumulative Loss: 19.698591775894172
Time for 100 Batches: 0.6655860265096029
100 Batch Cumulative Loss: 17.710951476097108
Time for 100 Batches: 0.6638737916946411
100 Batch Cumulative Loss: 16.377470054626464
Time for 100 Batches: 0.6653206825256348
100 Batch Cumulative Loss: 18.385456333160406
Time for 100 Batches: 0.6643526713053386
100 Batch Cumulative Loss: 17.47561305046081
Time for 100 Batches: 0.6682014544804891
100 Batch Cumulative Loss: 19.671030616760248
Time for 100 Batches: 0.6641103704770406
100 Batch Cumulative Loss: 21.117237310409543
Time for 100 Batches: 0.6682164986928304
100 Batch Cumulative Loss: 18.5762769651413
Time for 100 Batches: 0.6705373406410218
100 Batch Cumulative Loss: 20.160503368377693
Time for 100 Batches: 0.670786186059316
100 Batch Cumulative Loss: 19.870268931388853
Time for 100 Batches: 0.6607273697853089
100 Batch Cumulative Loss: 19.805761017799384
Time for 100 Batches: 0.6681727011998494
100 Batch Cumulative Loss: 19.94161514282227
Time for 100 Batches: 0.6620684146881104
100 Batch Cumulative Loss: 19.15193930149078
Time for 100 Batches: 0.6684502363204956
100 Batch Cumulative Loss: 18.618546228408817
Time for 100 Batches: 0.6659213145573933
100 Batch Cumulative Loss: 17.829851326942443
Time for 100 Batches: 0.6692540089289347
100 Batch Cumulative Loss: 18.800715451240553
Time for 100 Batches: 0.6661735852559407
100 Batch Cumulative Loss: 18.21279655456543
Time for 100 Batches: 0.662014094988505
100 Batch Cumulative Loss: 20.49809288501739
Time for 100 Batches: 0.664037283261617
100 Batch Cumulative Loss: 18.957575035095214
Time for 100 Batches: 0.666819715499878
100 Batch Cumulative Loss: 18.81198858261109
Time for 100 Batches: 0.6642533461252849
100 Batch Cumulative Loss: 16.41290709495545
Time for 100 Batches: 0.6643843491872151
100 Batch Cumulative Loss: 18.71337666511536
Time for 100 Batches: 0.6644803881645203
100 Batch Cumulative Loss: 19.167624154090884
Time for 100 Batches: 0.6665309826533
100 Batch Cumulative Loss: 14.489540061950683
Time for 100 Batches: 0.6678166588147482
100 Batch Cumulative Loss: 18.23533987045288
Time for 100 Batches: 0.668438442548116
100 Batch Cumulative Loss: 18.35877549171448
Time for 100 Batches: 0.6628050565719604
100 Batch Cumulative Loss: 19.663849344253542
Time for 100 Batches: 0.6692058364550273
100 Batch Cumulative Loss: 17.455948605537422
Time for 100 Batches: 0.6634724656740825
100 Batch Cumulative Loss: 15.972544860839845
Time for 100 Batches: 0.6582717617352803
100 Batch Cumulative Loss: 17.816765818595883
Time for 100 Batches: 0.6565103888511657
100 Batch Cumulative Loss: 17.014394927024842
Time for 100 Batches: 0.6587707916895549
100 Batch Cumulative Loss: 16.731127510070806
Time for 100 Batches: 0.6545190135637919
100 Batch Cumulative Loss: 17.786599421501162
Time for 100 Batches: 0.6620325525601705
100 Batch Cumulative Loss: 18.47465038776398
Time for 100 Batches: 0.6569706837336222
100 Batch Cumulative Loss: 19.76378380775453
Time for 100 Batches: 0.6648955265680949
100 Batch Cumulative Loss: 16.749766058921818
Time for 100 Batches: 0.6579970200856526
100 Batch Cumulative Loss: 19.207033762931818
Time for 100 Batches: 0.655504560470581
100 Batch Cumulative Loss: 17.283407969474784
Time for 100 Batches: 0.6541953762372335
100 Batch Cumulative Loss: 17.07568273067475
Time for 100 Batches: 0.6613561232884725
100 Batch Cumulative Loss: 15.878285765647885
Time for 100 Batches: 0.6580138484636943
100 Batch Cumulative Loss: 17.430709619522087
Time for 100 Batches: 0.6565041661262512
100 Batch Cumulative Loss: 18.698880748748785
Time for 100 Batches: 0.6604733983675639
100 Batch Cumulative Loss: 17.52831960201264
Time for 100 Batches: 0.6665756265322368
100 Batch Cumulative Loss: 17.63336342334747
Time for 100 Batches: 0.6576603253682455
100 Batch Cumulative Loss: 17.791052250862116
Time for 100 Batches: 0.6634339332580567
100 Batch Cumulative Loss: 17.39026567459107
Time for 100 Batches: 0.6575268546740214
100 Batch Cumulative Loss: 18.38644072532653
Time for 100 Batches: 0.6606149633725484
100 Batch Cumulative Loss: 19.947636256217955
Time for 100 Batches: 0.6569634437561035
100 Batch Cumulative Loss: 16.689067778587344
Time for 100 Batches: 0.656962498029073
100 Batch Cumulative Loss: 17.755446205139165
Time for 100 Batches: 0.6509318272272746
100 Batch Cumulative Loss: 15.821320910453796
Time for 100 Batches: 0.65772864818573
100 Batch Cumulative Loss: 20.238035764694217
Time for 100 Batches: 0.6569167693456014
100 Batch Cumulative Loss: 16.667637109756466
Time for 100 Batches: 0.6581272125244141
100 Batch Cumulative Loss: 16.916571631431584
Time for 100 Batches: 0.6585392872492473
100 Batch Cumulative Loss: 18.00864625930786
Time for 100 Batches: 0.6568769296010335
100 Batch Cumulative Loss: 18.28652090549469
Time for 100 Batches: 0.6554573774337769
100 Batch Cumulative Loss: 18.06258685111999
Time for 100 Batches: 0.6617591778437296
100 Batch Cumulative Loss: 17.456605448722836
Time for 100 Batches: 0.6593390385309855
100 Batch Cumulative Loss: 19.241942949295034
Time for 100 Batches: 0.6576942364374797
100 Batch Cumulative Loss: 20.068882031440733
Time for 100 Batches: 0.6556671023368835
100 Batch Cumulative Loss: 16.61869579792022
Time for 100 Batches: 0.6591287016868591
100 Batch Cumulative Loss: 18.44883960247041
Time for 100 Batches: 0.6613823572794596
100 Batch Cumulative Loss: 19.15572389602661
Time for 100 Batches: 0.6646560033162435
100 Batch Cumulative Loss: 18.48899231910706
