Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YOR142W,-1,-/-,-394.7149033546448,-16778.686207056046,106,0.0,0.0,0.00021724961981316532
YBL099W,-1,-/-,-395.9189327955246,-16456.27515500784,106,0.0,0.0,0.00043449923962633063
YDR276C,-1,-/-,-398.3932739496231,-16528.868630886078,106,0.0,0.0,0.000651748859439496
YFL041W,-1,-/-,-413.7489130496979,-17244.11241209507,106,0.0,0.0,0.0008689984792526613
YDL029W,1,+/+,-418.0903204679489,-16380.875204443932,105,0.2,0.003424657534246575,0.0008689984792526613
YGL191W,1,-/+,-418.98265504837036,-17180.13053494692,106,0.3333333333333333,0.00684931506849315,0.0008689984792526613
YPL271W,-1,-/-,-423.43982923030853,-17225.511612653732,106,0.2857142857142857,0.00684931506849315,0.0010862480990658267
YPL098C,1,+/+,-424.224839925766,-17266.22180569172,105,0.375,0.010273972602739725,0.0010862480990658267
YFL005W,-1,-/-,-426.8566529750824,-16931.681835651398,106,0.3333333333333333,0.010273972602739725,0.001303497718878992
YEL050C,-1,-/-,-428.00096213817596,-17577.247985720634,106,0.3,0.010273972602739725,0.0015207473386921572
YHR008C,-1,-/-,-428.13933086395264,-17571.03404688835,106,0.2727272727272727,0.010273972602739725,0.0017379969585053225
YDR375C,1,-/+,-430.22305512428284,-17288.367205619812,106,0.3333333333333333,0.0136986301369863,0.0017379969585053225
YBR039W,-1,-/-,-431.9844901561737,-17826.10526883602,106,0.3076923076923077,0.0136986301369863,0.001955246578318488
YMR157C,0,0/0,-433.48487851023674,-29685.124099433422,424,0.3076923076923077,0.0136986301369863,0.001955246578318488
YKL016C,-1,-/-,-433.80592703819275,-17729.915380984545,106,0.2857142857142857,0.0136986301369863,0.0021724961981316533
YJR080C,1,0/+,-434.07721307873726,-30102.40446829796,424,0.3333333333333333,0.017123287671232876,0.0021724961981316533
YGR101W,1,+/+,-436.2491760253906,-17952.220957040787,105,0.375,0.02054794520547945,0.0021724961981316533
YGR086C,-1,-/-,-436.3151571750641,-17439.77723157406,106,0.35294117647058826,0.02054794520547945,0.0023897458179448186
YNL239W,-1,-/-,-436.6953604221344,-17157.289212942123,106,0.3333333333333333,0.02054794520547945,0.002606995437757984
YML081C-A,1,-/+,-437.4668473005295,-17564.702966690063,106,0.3684210526315789,0.023972602739726026,0.002606995437757984
YDR322C-A,1,-/+,-438.3866653442383,-17931.898921251297,106,0.4,0.0273972602739726,0.002606995437757984
YPR100W,1,-/+,-438.7500264644623,-17878.469185829163,106,0.42857142857142855,0.030821917808219176,0.002606995437757984
YCR003W,-1,0/-,-440.1087489724159,-29883.06732222438,424,0.4090909090909091,0.030821917808219176,0.002824245057571149
YGL084C,-1,-/-,-440.4622633457184,-17022.483533620834,106,0.391304347826087,0.030821917808219176,0.0030414946773843145
YDR337W,-1,-/-,-440.4972474575043,-18095.211751937866,106,0.375,0.030821917808219176,0.00325874429719748
YBL102W,-1,-/-,-440.5828700065613,-17356.04716849327,106,0.36,0.030821917808219176,0.003475993917010645
YEL024W,-1,-/-,-441.18349945545197,-18286.346512794495,106,0.34615384615384615,0.030821917808219176,0.0036932435368238104
YER182W,0,0/0,-442.58391946554184,-30634.664487808943,424,0.34615384615384615,0.030821917808219176,0.0036932435368238104
YDL078C,-1,-/-,-442.9708425998688,-17864.182175040245,106,0.3333333333333333,0.030821917808219176,0.003910493156636976
YKL150W,-1,-/-,-443.03426814079285,-18402.589142680168,106,0.32142857142857145,0.030821917808219176,0.004127742776450141
YDR031W,-1,0/-,-443.2216317355633,-30944.501788049936,424,0.3103448275862069,0.030821917808219176,0.004344992396263307
YPR108W,-1,-/-,-444.15956449508667,-17005.20751142502,106,0.3,0.030821917808219176,0.004562242016076472
YJL180C,1,0/+,-444.44804006814957,-29938.398163348436,424,0.3225806451612903,0.03424657534246575,0.004562242016076472
YDR298C,-1,-/-,-444.744145154953,-18176.690816640854,106,0.3125,0.03424657534246575,0.004779491635889637
YOR136W,-1,-/-,-445.0536651611328,-17984.2395786047,106,0.30303030303030304,0.03424657534246575,0.0049967412557028025
YGR220C,-1,-/-,-445.0982463359833,-17696.835870027542,106,0.29411764705882354,0.03424657534246575,0.005213990875515968
YAL016W,-1,-/-,-445.56614685058594,-17127.161593437195,106,0.2857142857142857,0.03424657534246575,0.005431240495329133
YNL131W,1,-/+,-445.6806389093399,-17487.662944197655,106,0.3055555555555556,0.03767123287671233,0.005431240495329133
YIL098C,1,-/+,-445.6853127479553,-18207.321360349655,106,0.32432432432432434,0.0410958904109589,0.005431240495329133
YLL009C,1,-/+,-446.0757324695587,-18053.53139948845,106,0.34210526315789475,0.04452054794520548,0.005431240495329133
YBL045C,1,-/+,-446.1102080345154,-18621.292670428753,106,0.358974358974359,0.04794520547945205,0.005431240495329133
YPL118W,-1,-/-,-446.3215823173523,-17885.77468585968,106,0.35,0.04794520547945205,0.005648490115142298
YBR024W,1,-/+,-447.1409935951233,-18067.004324436188,106,0.36585365853658536,0.05136986301369863,0.005648490115142298
YMR267W,-1,-/-,-447.3022572994232,-18106.176414966583,106,0.35714285714285715,0.05136986301369863,0.005865739734955464
YJR104C,-1,-/-,-447.41028451919556,-17793.953273057938,106,0.3488372093023256,0.05136986301369863,0.006082989354768629
YML028W,-1,-/-,-447.44181656837463,-17854.61192059517,106,0.3409090909090909,0.05136986301369863,0.006300238974581794
YPR133W-A,1,-/+,-447.627032995224,-17539.177510619164,106,0.35555555555555557,0.0547945205479452,0.006300238974581794
YDR079W,1,-/+,-447.77331805229187,-18098.65582227707,106,0.3695652173913043,0.05821917808219178,0.006300238974581794
YDL008W,-1,-/-,-448.38189935684204,-17713.386773109436,106,0.3617021276595745,0.05821917808219178,0.00651748859439496
YBL007C,-1,-/-,-448.6042823791504,-17324.25316262245,106,0.3541666666666667,0.05821917808219178,0.006734738214208125
