Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YBL099W,-1,-/-,-440.36457085609436,-17129.60035586357,106,0.0,0.0,0.0002828854314002829
YOR142W,-1,-/-,-442.03586077690125,-17291.07119870186,106,0.0,0.0,0.0005657708628005657
YMR267W,-1,-/-,-447.1437270641327,-17913.831143140793,106,0.0,0.0,0.0008486562942008486
YNL098C,-1,-/-,-447.15264678001404,-17238.74879527092,106,0.0,0.0,0.0011315417256011315
YML028W,-1,-/-,-451.7055289745331,-17465.578149080276,106,0.0,0.0,0.0014144271570014145
YGL191W,-1,-/+,-453.8605706691742,-17501.824685573578,106,0.0,0.0,0.0016973125884016972
YBR039W,-1,-/-,-454.409827709198,-17809.159821033478,106,0.0,0.0,0.0019801980198019802
YKL085W,-1,-/-,-456.4575448036194,-17664.242114782333,106,0.0,0.0,0.002263083451202263
YFL018C,-1,-/-,-457.645272731781,-17743.74103331566,106,0.0,0.0,0.002545968882602546
YMR203W,-1,-/+,-457.86183500289917,-17727.934734344482,106,0.0,0.0,0.002828854314002829
YIL124W,-1,-/-,-459.0206141471863,-17109.300953388214,106,0.0,0.0,0.0031117397454031117
YDL029W,1,+/+,-460.35881900787354,-17459.573969125748,105,0.08333333333333333,0.009433962264150943,0.0031117397454031117
YPL098C,1,+/+,-460.97437024116516,-17850.70849752426,105,0.15384615384615385,0.018867924528301886,0.0031117397454031117
YHR008C,-1,-/-,-460.98642659187317,-17626.091285705566,106,0.14285714285714285,0.018867924528301886,0.0033946251768033945
YML048W,-1,-/-,-461.1120648384094,-17085.696576356888,106,0.13333333333333333,0.018867924528301886,0.0036775106082036777
YMR150C,-1,-/+,-461.5281627178192,-17878.78879761696,106,0.125,0.018867924528301886,0.0039603960396039604
YKL016C,-1,-/-,-461.729567527771,-17962.133872389793,106,0.11764705882352941,0.018867924528301886,0.004243281471004243
YBR024W,-1,-/+,-461.8831834793091,-18229.125794410706,106,0.1111111111111111,0.018867924528301886,0.004526166902404526
YPL118W,-1,-/-,-462.93679761886597,-17395.148278474808,106,0.10526315789473684,0.018867924528301886,0.004809052333804809
YNR001C,-1,-/-,-463.91483640670776,-18368.310620307922,106,0.1,0.018867924528301886,0.005091937765205092
YDL078C,-1,-/-,-464.38948571681976,-17811.184819340706,106,0.09523809523809523,0.018867924528301886,0.005374823196605375
YAL016W,-1,-/-,-464.46784710884094,-17640.019228219986,106,0.09090909090909091,0.018867924528301886,0.005657708628005658
YKL193C,-1,-/-,-465.14594435691833,-17730.064232587814,106,0.08695652173913043,0.018867924528301886,0.005940594059405941
YLR354C,-1,-/0,-465.2126443386078,-17119.5342502594,106,0.08333333333333333,0.018867924528301886,0.006223479490806223
YGR086C,-1,-/-,-465.6488983631134,-17453.4732298851,106,0.08,0.018867924528301886,0.006506364922206506
YMR157C,0,0/0,-466.2118710875511,-29809.60182738304,424,0.08,0.018867924528301886,0.006506364922206506
YDR276C,-1,-/-,-466.67420291900635,-17989.84045982361,106,0.07692307692307693,0.018867924528301886,0.006789250353606789
YLR043C,-1,-/-,-467.26190090179443,-17039.019154548645,106,0.07407407407407407,0.018867924528301886,0.007072135785007072
YER133W,-1,-/-,-467.50490403175354,-17221.655725717545,106,0.07142857142857142,0.018867924528301886,0.007355021216407355
YER182W,0,0/0,-467.8563344478607,-30147.08455953002,424,0.07142857142857142,0.018867924528301886,0.007355021216407355
YBR037C,-1,-/+,-468.1664707660675,-18085.31568789482,106,0.06896551724137931,0.018867924528301886,0.007637906647807638
YDR099W,-1,-/-,-468.256094455719,-17655.907066106796,106,0.06666666666666667,0.018867924528301886,0.007920792079207921
YJR065C,1,+/-,-468.43459725379944,-17822.6827852726,105,0.0967741935483871,0.02830188679245283,0.007920792079207921
YCR003W,0,0/-,-468.5943318605423,-29813.023093998432,424,0.0967741935483871,0.02830188679245283,0.007920792079207921
YGR220C,-1,-/-,-468.98793387413025,-18009.821274518967,106,0.09375,0.02830188679245283,0.008203677510608205
