Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YDR322C-A,1,-/+,-364.017637193203,-16281.058693325147,106,1.0,0.003424657534246575,0.0
YBL099W,-1,-/-,-372.0853922367096,-15850.346134379506,106,0.5,0.003424657534246575,0.00021724961981316532
YEL020W-A,1,+/+,-372.5265111923218,-15928.936715573072,105,0.6666666666666666,0.00684931506849315,0.00021724961981316532
YPL098C,1,+/+,-373.7770743370056,-16271.940384685993,105,0.75,0.010273972602739725,0.00021724961981316532
YEL050C,-1,-/-,-383.17903155088425,-16595.687948316336,106,0.6,0.010273972602739725,0.00043449923962633063
YGR220C,-1,-/-,-387.9378297328949,-16782.60289657116,106,0.5,0.010273972602739725,0.000651748859439496
YDR298C,-1,-/-,-390.1906658783555,-17209.99790756777,106,0.42857142857142855,0.010273972602739725,0.0008689984792526613
YLR295C,1,-/+,-390.91954880952835,-17089.229337576777,106,0.5,0.0136986301369863,0.0008689984792526613
YOR142W,-1,-/-,-391.64513248205185,-17184.206812500954,106,0.4444444444444444,0.0136986301369863,0.0010862480990658267
YDR276C,-1,-/-,-393.45084393024445,-16822.138822197914,106,0.4,0.0136986301369863,0.001303497718878992
YJR080C,1,0/+,-395.8915435522795,-29440.900367609458,424,0.45454545454545453,0.017123287671232876,0.001303497718878992
YHR001W-A,-1,-/-,-396.9993393421173,-17652.28024122119,106,0.4166666666666667,0.017123287671232876,0.0015207473386921572
YDR079W,1,-/+,-397.8201310634613,-17424.029807388783,106,0.46153846153846156,0.02054794520547945,0.0015207473386921572
YML078W,-1,-/-,-398.11431205272675,-17192.353281974792,106,0.42857142857142855,0.02054794520547945,0.0017379969585053225
YML028W,-1,-/-,-401.07016110420227,-16419.45029616356,106,0.4,0.02054794520547945,0.001955246578318488
YEL024W,-1,-/-,-401.4430121779442,-17953.931858718395,106,0.375,0.02054794520547945,0.0021724961981316533
YCR003W,-1,0/-,-401.46526251733303,-29465.9239577502,424,0.35294117647058826,0.02054794520547945,0.0023897458179448186
YLL009C,1,-/+,-402.1555771827698,-17278.602560520172,106,0.3888888888888889,0.023972602739726026,0.0023897458179448186
YFL041W,-1,-/-,-403.32417500019073,-17105.113956809044,106,0.3684210526315789,0.023972602739726026,0.002606995437757984
YJL166W,-1,-/-,-403.6798924803734,-17987.87732542958,106,0.35,0.023972602739726026,0.002824245057571149
YPL262W,-1,-/-,-404.21721851825714,-17128.402634739876,106,0.3333333333333333,0.023972602739726026,0.0030414946773843145
YML081C-A,1,-/+,-405.1328548192978,-16818.111277520657,106,0.36363636363636365,0.0273972602739726,0.0030414946773843145
YGL143C,-1,-/-,-407.68398571014404,-17884.242481276393,106,0.34782608695652173,0.0273972602739726,0.00325874429719748
YPR166C,-1,0/-,-407.93079712986946,-29046.148109294474,424,0.3333333333333333,0.0273972602739726,0.003475993917010645
YBR039W,-1,-/-,-408.2351143360138,-17471.146266758442,106,0.32,0.0273972602739726,0.0036932435368238104
YDR337W,-1,-/-,-408.5017931461334,-17589.69218146801,106,0.3076923076923077,0.0273972602739726,0.003910493156636976
YIL098C,1,-/+,-408.56139302253723,-17610.243529975414,106,0.3333333333333333,0.030821917808219176,0.003910493156636976
YDL029W,1,+/+,-408.5817584991455,-16786.42888045311,105,0.35714285714285715,0.03424657534246575,0.003910493156636976
YOR286W,0,0/0,-408.60393945872784,-29033.60456265509,424,0.35714285714285715,0.03424657534246575,0.003910493156636976
YLR204W,-1,0/-,-408.71977892518044,-28809.936793040484,424,0.3448275862068966,0.03424657534246575,0.004127742776450141
YMR157C,0,0/0,-409.01987697184086,-29635.92066765204,424,0.3448275862068966,0.03424657534246575,0.004127742776450141
YJR121W,-1,-/-,-409.2632187604904,-17283.261388778687,106,0.3333333333333333,0.03424657534246575,0.004344992396263307
YLR163C,1,-/+,-409.4816742539406,-18286.09542913735,106,0.3548387096774194,0.03767123287671233,0.004344992396263307
YJL180C,1,0/+,-410.0662180632353,-29457.258795246482,424,0.375,0.0410958904109589,0.004344992396263307
YJR104C,-1,-/-,-410.5836386680603,-16669.466306209564,106,0.36363636363636365,0.0410958904109589,0.004562242016076472
YJL003W,1,-/+,-410.66626143455505,-17153.781645178795,106,0.38235294117647056,0.04452054794520548,0.004562242016076472
YPL118W,-1,-/-,-411.96741223335266,-17465.026955366135,106,0.37142857142857144,0.04452054794520548,0.004779491635889637
YPR191W,-1,-/-,-413.2058597803116,-17829.601229161024,106,0.3611111111111111,0.04452054794520548,0.0049967412557028025
YLR259C,1,-/+,-414.2271201610565,-17008.926866054535,106,0.3783783783783784,0.04794520547945205,0.0049967412557028025
YKR035W-A,-1,-/-,-414.32505655288696,-16939.51112449169,106,0.3684210526315789,0.04794520547945205,0.005213990875515968
YPR100W,1,-/+,-414.63822305202484,-17621.725905656815,106,0.38461538461538464,0.05136986301369863,0.005213990875515968
YJR034W,1,0/+,-415.0624862611294,-29633.414645433426,424,0.4,0.0547945205479452,0.005213990875515968
YNL005C,1,0/+,-415.7146818637848,-29729.985979497433,424,0.4146341463414634,0.05821917808219178,0.005213990875515968
YGL068W,-1,-/-,-415.89702747762203,-17085.938148342073,106,0.40476190476190477,0.05821917808219178,0.005431240495329133
YKL016C,-1,-/-,-417.21695125102997,-17653.49768471718,106,0.3953488372093023,0.05821917808219178,0.005648490115142298
YPL183W-A,-1,0/-,-417.3861136138439,-29479.506910715252,424,0.38636363636363635,0.05821917808219178,0.005865739734955464
YPL271W,-1,-/-,-417.900044798851,-17475.343923270702,106,0.37777777777777777,0.05821917808219178,0.006082989354768629
YDL008W,-1,-/-,-417.9205302000046,-17338.47960603237,106,0.3695652173913043,0.05821917808219178,0.006300238974581794
YGL191W,1,-/+,-418.0169407725334,-17509.209092836827,106,0.3829787234042553,0.06164383561643835,0.006300238974581794
YHR051W,-1,0/-,-418.1714247316122,-30509.399769511074,424,0.375,0.06164383561643835,0.00651748859439496
YMR267W,-1,-/-,-418.29643082618713,-18322.793353796005,106,0.3673469387755102,0.06164383561643835,0.006734738214208125
YKL148C,-1,-/-,-418.4902399778366,-18229.100852280855,106,0.36,0.06164383561643835,0.00695198783402129
YPR133W-A,1,-/+,-418.87925684452057,-16851.97358596325,106,0.37254901960784315,0.06506849315068493,0.00695198783402129
YNL315C,1,0/+,-418.93865333497524,-30122.824855636805,424,0.38461538461538464,0.0684931506849315,0.00695198783402129
YER182W,0,0/0,-419.4135445188731,-31077.433239249513,424,0.38461538461538464,0.0684931506849315,0.00695198783402129
YGL084C,-1,-/-,-419.60039097070694,-17161.765717208385,106,0.37735849056603776,0.0684931506849315,0.0071692374538344554
