Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YBL099W,-1,-/-,-353.54358142614365,-15789.185944795609,106,0.0,0.0,0.0002828854314002829
YOR142W,-1,-/-,-362.3368183374405,-16339.87641903758,106,0.0,0.0,0.0005657708628005657
YML028W,-1,-/-,-367.10122549533844,-15935.761332452297,106,0.0,0.0,0.0008486562942008486
YPL098C,1,+/+,-372.4702652692795,-16326.079376995564,105,0.25,0.009433962264150943,0.0008486562942008486
YML081C-A,-1,-/+,-375.6426856517792,-16447.057423457503,106,0.2,0.009433962264150943,0.0011315417256011315
YEL050C,-1,-/-,-378.94220976531506,-17179.86033733189,106,0.16666666666666666,0.009433962264150943,0.0014144271570014145
YDR322C-A,-1,-/+,-385.07128512859344,-17467.92025269568,106,0.14285714285714285,0.009433962264150943,0.0016973125884016972
YBR039W,-1,-/-,-386.3904146552086,-17351.073077201843,106,0.125,0.009433962264150943,0.0019801980198019802
YGR220C,-1,-/-,-389.12671130895615,-17082.62476348877,106,0.1111111111111111,0.009433962264150943,0.002263083451202263
YJR104C,-1,-/-,-389.5715346336365,-16467.044184803963,106,0.1,0.009433962264150943,0.002545968882602546
YDL029W,1,+/+,-392.7803875207901,-16035.174466848373,105,0.18181818181818182,0.018867924528301886,0.002545968882602546
YGL191W,-1,-/+,-393.1958779990673,-17304.32625004649,106,0.16666666666666666,0.018867924528301886,0.002828854314002829
YIL098C,-1,-/+,-393.79922807216644,-17496.08341884613,106,0.15384615384615385,0.018867924528301886,0.0031117397454031117
YJR080C,0,0/+,-394.8758059591055,-29572.123674221337,424,0.15384615384615385,0.018867924528301886,0.0031117397454031117
YLR204W,0,0/-,-394.88386784493923,-28977.452606868,424,0.15384615384615385,0.018867924528301886,0.0031117397454031117
YDR337W,-1,-/-,-395.10012793540955,-17604.191520541906,106,0.14285714285714285,0.018867924528301886,0.0033946251768033945
YLR295C,-1,-/+,-397.587410569191,-17833.135753825307,106,0.13333333333333333,0.018867924528301886,0.0036775106082036777
YEL020W-A,1,+/+,-398.2350859940052,-17311.896309047937,105,0.1875,0.02830188679245283,0.0036775106082036777
YDR276C,-1,-/-,-399.66245341300964,-16580.013443648815,106,0.17647058823529413,0.02830188679245283,0.0039603960396039604
YDR375C,-1,-/+,-400.22414350509644,-17055.687057495117,106,0.16666666666666666,0.02830188679245283,0.004243281471004243
