Gene,+/-,Fold
YDR210W-B,1,0
YPR137C-B,1,0
YJR026W,1,0
YER138C,1,0
YNL054W-A,1,0
YNL284C-A,1,0
YER159C-A,1,0
YGR161C-C,1,0
YBR012W-A,1,0
YLR227W-B,1,0
YOR343W-B,1,0
YOR144C,1,0
YJR029W,1,0
YML039W,1,0
YDR170W-A,1,0
YLR035C-A,1,0
YBL005W-B,1,0
YGR038C-B,1,0
YDR365W-B,1,0
YFL002W-B,1,0
YPR158W-A,1,0
YOR343C-A,1,0
YHR214C-C,1,0
YNL054W-B,1,0
YML040W,1,0
YDR316W-A,1,0
YCL020W,1,0
YLR427W,0,0
YDL064W,0,0
YGR089W,0,0
YDR085C,0,0
YJL165C,0,0
YGL257C,0,0
YKR061W,0,0
YPL193W,0,0
YBR152W,0,0
YNL210W,0,0
YNL236W,0,0
YDR385W,0,0
YOR032C,0,0
YLR002C,0,0
YNL209W,0,0
YGR094W,0,0
YEL050C,0,0
YIL033C,0,0
YML099C,0,0
YKR101W,0,0
YNR008W,0,0
YMR167W,0,0
YPR201W,0,0
YER012W,0,0
YDL109C,0,0
YKL172W,0,0
YDR195W,0,0
YKR046C,0,0
YBR223C,0,0
YLR254C,0,0
YOR329C,0,0
YGR177C,0,0
YPL083C,0,0
YNL009W,0,0
YFL039C,0,0
YER075C,0,0
YMR276W,0,0
YBL093C,0,0
YKL008C,0,0
YKR042W,0,0
YAL032C,0,0
YDR122W,0,0
YPL118W,0,0
YER094C,0,0
YMR029C,0,0
YML069W,0,0
YLR304C,0,0
YMR088C,0,0
YOR020C,0,0
YOR209C,0,0
YJR094C,0,0
YMR292W,0,0
YOL051W,0,0
YLR215C,0,0
YDR254W,0,0
YKL213C,0,0
YDR208W,0,0
YBR175W,0,0
YML010W,0,0
YIL075C,0,0
YPR009W,0,0
YOR229W,0,0
YKL205W,0,0
YJR145C,0,0
YNL225C,0,0
YHR052W,0,0
YDR150W,0,0
YHR005C,0,0
YGR075C,0,0
YDR069C,0,0
YJL012C-A,0,0
YDL036C,0,0
YLR131C,0,0
YNR034W,0,0
YDR480W,0,0
YCL054W,0,0
YER005W,0,0
YGL019W,0,0
YNL097C,0,0
YOR130C,0,0
YDR101C,0,0
YGL251C,0,0
YNL250W,0,0
YOR260W,0,0
YNL126W,0,0
YPR179C,0,0
YGL187C,0,0
YGR199W,0,0
YKL055C,0,0
YNR043W,0,0
YDR079C-A,0,0
YOR265W,0,0
YKL089W,0,0
YDR425W,0,0
YDL077C,0,0
YPL069C,0,0
YHR115C,0,0
YOR149C,0,0
YBL079W,0,0
YKL108W,0,0
YJL080C,0,0
YOR191W,0,0
YIL124W,0,0
YPR030W,0,0
YOR089C,0,0
YBL016W,0,0
YJR112W,0,0
YLR067C,0,0
YOR142W,0,0
YNL318C,0,0
YHR106W,0,0
YMR287C,0,0
YIL017C,0,0
YAL043C,0,0
YGL122C,0,0
YBR015C,0,0
YGL151W,0,0
YNL172W,0,0
YGL210W,0,0
YDR214W,0,0
YPL254W,0,0
YDR065W,0,0
YGR222W,0,0
YGL240W,0,0
YMR227C,0,0
YPL060W,0,0
YDR516C,0,0
YOL091W,0,0
YDL003W,0,0
YIR019C,0,0
YNR075W,0,0
YKL034W,0,0
YIR026C,0,0
YLR394W,0,0
YIL095W,0,0
YKR020W,0,0
YML093W,0,0
YKR008W,0,0
YOR245C,0,0
YOR109W,0,0
YNL113W,0,0
YBR245C,0,0
YKL004W,0,0
YLL013C,0,0
YPR016C,0,0
YJL053W,0,0
YGL243W,0,0
YOR119C,0,0
YDR138W,0,0
YPL212C,0,0
YJL154C,0,0
YNL079C,0,0
YGR070W,0,0
YNL032W,0,0
YGL090W,0,0
YER020W,0,0
YML112W,0,0
YDR018C,0,0
YOR195W,0,0
YML001W,0,0
YLR009W,0,0
YER164W,0,0
YPR162C,0,0
YGL168W,0,0
YGR244C,0,0
YDL029W,0,0
YNL038W,0,0
YGR262C,0,0
YPL036W,0,0
YJL054W,0,0
YIL139C,0,0
YDR173C,0,0
YPR068C,0,0
YNL304W,0,0
YGR097W,0,0
YDR440W,0,0
YNL311C,0,0
YMR264W,0,0
YLL015W,0,0
YCL062W,0,0
YML048W,0,0
YLR380W,0,0
YBR091C,0,0
YPL196W,0,0
YPR168W,0,0
YAR042W,0,0
YPR008W,0,0
YDL112W,0,0
YFR027W,0,0
YDR228C,0,0
YIL073C,0,0
YGR060W,0,0
YPR122W,0,0
YIR008C,0,0
YNR026C,0,0
YER008C,0,0
YGR274C,0,0
YPL228W,0,0
YIL143C,0,0
YLL022C,0,0
YER038C,0,0
YML036W,0,0
YML092C,0,0
YOL113W,0,0
YLR153C,0,0
YJL095W,0,0
YMR302C,0,0
YGL030W,0,0
YNL186W,0,0
YNL061W,0,0
YCL016C,0,0
YNR060W,0,0
YDR303C,0,0
YDR432W,0,0
YLR295C,0,0
YPR128C,0,0
YJL010C,0,0
YLR154C,0,0
YIL023C,0,0
YLR191W,0,0
YDR147W,0,0
YCL052C,0,0
YGR081C,0,0
YIL065C,0,0
YLR369W,0,0
YER030W,0,0
YNL221C,0,0
YJL101C,0,0
YAL021C,0,0
YEL066W,0,0
YHR012W,0,0
YBL090W,0,0
YBL045C,0,0
YLR277C,0,0
YOL044W,0,0
YIL160C,0,0
YBR026C,0,0
YLR039C,0,0
YMR127C,0,0
YDR129C,0,0
YKR050W,0,0
YDR270W,0,0
YPR163C,0,0
YNL292W,0,0
YNL127W,0,0
YMR058W,0,0
YBR247C,0,0
YIL026C,0,0
YML029W,0,0
YOL045W,0,0
YAL024C,0,0
YPL057C,0,0
YMR211W,0,0
YDR072C,0,0
YDL081C,0,0
YKR085C,0,0
YNL288W,0,0
YKL038W,0,0
YDR283C,0,0
YML081C-A,0,0
YDR039C,0,0
YHR161C,0,0
YOR180C,0,0
YNL001W,0,0
YHR090C,0,0
YML098W,0,0
YOR338W,0,0
YGL025C,0,0
YDR382W,0,0
YOR349W,0,0
YDR424C,0,0
YOR334W,0,0
YJL035C,0,0
YIL106W,0,0
YNL227C,0,0
YMR048W,0,0
YPL202C,0,0
YIR017C,0,0
YNR054C,0,0
YPL139C,0,0
YKL079W,0,0
YGR159C,0,0
YOR162C,0,0
YER165W,0,0
YOR367W,0,0
YPL050C,0,0
YOR094W,0,0
YJL176C,0,0
YNL273W,0,0
YHL007C,0,0
YNL118C,0,0
YPR140W,0,0
YOR172W,0,0
YML049C,0,0
YHR183W,0,0
YER007W,0,0
YGR078C,0,0
YGL071W,0,0
YHL020C,0,0
YBR159W,0,0
YBR274W,0,0
YEL009C,0,0
YIR018W,0,0
YMR198W,0,0
YDR312W,0,0
YKR081C,0,0
YPR124W,0,0
YDL074C,0,0
YOL080C,0,0
YLR451W,0,0
YOR368W,0,0
YJR064W,0,0
YER001W,0,0
YAL010C,0,0
YGL191W,0,0
YER044C-A,0,0
YBL058W,0,0
YDL154W,0,0
YOL117W,0,0
YGR162W,0,0
YER112W,0,0
YOR284W,0,0
YML123C,0,0
YLR466W,0,0
YFR013W,0,0
YHL028W,0,0
YER100W,0,0
YGL111W,0,0
YPL084W,0,0
YOR023C,0,0
YDR171W,0,0
YJR160C,0,0
YJR017C,0,0
YPL091W,0,0
YNL278W,0,0
YIL008W,0,0
YHR065C,0,0
YER179W,0,0
YKR001C,0,0
YEL020W-A,0,0
YHR194W,0,0
YNL182C,0,0
YOR063W,0,0
YDR014W-A,0,0
YLL035W,0,0
YBR233W-A,0,0
YJL110C,0,0
YKL018W,0,0
YLL006W,0,0
YDL130W,0,0
YBR109C,0,0
YMR168C,0,0
YBR135W,0,0
YDL020C,0,0
YOR034C,0,0
YCL055W,0,0
YGL045W,0,0
YDL100C,0,0
YNL297C,0,0
YPR083W,0,0
YIR015W,0,0
YLR141W,0,0
YDR108W,0,0
YBR110W,0,0
YOR217W,0,0
YMR263W,0,0
YLL001W,0,0
YDR487C,0,0
YJL020C,0,0
YHR157W,0,0
YMR006C,0,0
YJL065C,0,0
YDR235W,0,0
YPL176C,0,0
YPR108W,0,0
YJL139C,0,0
YNL026W,0,0
YPL181W,0,0
YDR297W,0,0
YML064C,0,0
YBR010W,0,0
YOR078W,0,0
YPR134W,0,0
YDR057W,0,0
YDR092W,0,0
YDL079C,0,0
YDR259C,0,0
YGR024C,0,0
YCR018C,0,0
YIL122W,0,0
YIL072W,0,0
YJL207C,0,0
YPL274W,0,0
YMR037C,0,0
YKL054C,0,0
YPL240C,0,0
YOR157C,0,0
YLR071C,0,0
YNL279W,0,0
YJR141W,0,0
YLR221C,0,0
YKL165C,0,0
YKL101W,0,0
YGR145W,0,0
YLR109W,0,0
YNL030W,0,0
YJR135W-A,0,0
YOR295W,0,0
YLR047C,0,0
YMR134W,0,0
YDR073W,0,0
YMR202W,0,0
YOR028C,0,0
YGR134W,0,0
YLR398C,0,0
YPL131W,0,0
YHR119W,0,0
YML023C,0,0
YER167W,0,0
YER171W,0,0
YDR131C,0,0
YKL093W,0,0
YLR006C,0,0
YJR144W,0,0
YOR127W,0,0
YEL004W,0,0
YOR233W,0,0
YPL037C,0,0
