Gene,+/-,Fold
YGR029W,1,0
YIR037W,1,0
YGR088W,1,0
YPL239W,1,0
YNL080C,1,0
YFL033C,1,0
YHR111W,1,0
YMR250W,1,0
YKR066C,1,0
YML086C,1,0
YDR256C,1,0
YDR513W,1,0
YNL036W,1,0
YBR244W,1,0
YPL196W,1,0
YPL188W,1,0
YDL064W,0,0
YKR079C,0,0
YMR235C,0,0
YOR371C,0,0
YJL085W,0,0
YML128C,0,0
YJL165C,0,0
YDR210W-B,0,0
YKR061W,0,0
YLL043W,0,0
YOR033C,0,0
YDR385W,0,0
YMR305C,0,0
YNL210W,0,0
YJR001W,0,0
YGL055W,0,0
YEL050C,0,0
YML027W,0,0
YIL033C,0,0
YEL031W,0,0
YMR049C,0,0
YML099C,0,0
YCR020W-B,0,0
YNL075W,0,0
YKR101W,0,0
YMR179W,0,0
YDR341C,0,0
YNL242W,0,0
YGL021W,0,0
YDR159W,0,0
YGR177C,0,0
YBL093C,0,0
YGR241C,0,0
YLR285W,0,0
YLR020C,0,0
YDR021W,0,0
YGL070C,0,0
YDL126C,0,0
YPL118W,0,0
YJL021C,0,0
YBL041W,0,0
YGL226C-A,0,0
YMR088C,0,0
YHR169W,0,0
YPR137W,0,0
YKL048C,0,0
YDL015C,0,0
YOR069W,0,0
YBR129C,0,0
YGL061C,0,0
YGL029W,0,0
YNR059W,0,0
YHR118C,0,0
YPR037C,0,0
YOL021C,0,0
YNL225C,0,0
YIR002C,0,0
YNL310C,0,0
YLR238W,0,0
YDR069C,0,0
YJL012C-A,0,0
YPL137C,0,0
YER005W,0,0
YOR130C,0,0
YDR101C,0,0
YLR275W,0,0
YBL097W,0,0
YOL011W,0,0
YOR259C,0,0
YGR199W,0,0
YKL055C,0,0
YDR191W,0,0
YBL046W,0,0
YLR110C,0,0
YCL017C,0,0
YKL089W,0,0
YBR009C,0,0
YMR247C,0,0
YDR091C,0,0
YDL065C,0,0
YDL143W,0,0
YBL079W,0,0
YNL119W,0,0
YOR326W,0,0
YNR046W,0,0
YFL017W-A,0,0
YIL124W,0,0
YPR073C,0,0
YDR473C,0,0
