Gene,+/-,Fold
YLL036C,1,0
YDL008W,1,0
YOR157C,1,0
YIL017W,1,0
YLR097C,1,0
YLR127C,1,0
YIL075C,1,0
YDL190C,1,0
YMR067C,1,0
YNL008C,1,0
YNL172W,1,0
YDR219C,1,0
YMR022W,1,0
YGL240W,1,0
YER012W,1,0
YDR394W,1,0
YDR306C,1,0
YIL030C,1,0
YKL206C,1,0
YER021W,1,0
YJL073W,1,0
YGL003C,1,0
YJL047C,1,0
YDL126C,1,0
YDR118W,1,0
YNR026C,1,0
YGR135W,1,0
YOL133W,1,0
YDR057W,1,0
YOL038W,1,0
YBR280C,1,0
YDR054C,1,0
YKR087C,1,0
YFL049W,1,0
YPR181C,1,0
YPR103W,1,0
YMR235C,0,0
YPL193W,0,0
YER138C,0,0
YDR316W-B,0,0
YDR385W,0,0
YMR093W,0,0
YNL236W,0,0
YKL045W,0,0
YIR021W,0,0
YJR001W,0,0
YFR031C,0,0
YLR002C,0,0
YNL209W,0,0
YGR094W,0,0
YEL050C,0,0
YEL031W,0,0
YMR049C,0,0
YNL075W,0,0
YMR179W,0,0
YOR193W,0,0
YPR201W,0,0
YDL109C,0,0
YDR341C,0,0
YKL172W,0,0
YGL219C,0,0
YKR046C,0,0
YGR177C,0,0
YNL009W,0,0
YMR011W,0,0
YNR023W,0,0
YNL006W,0,0
YBL093C,0,0
YGR123C,0,0
YGL070C,0,0
YPL239W,0,0
YDR181C,0,0
YDL033C,0,0
YEL062W,0,0
YKR062W,0,0
YHR196W,0,0
YMR029C,0,0
YNL257C,0,0
YMR088C,0,0
YJR094C,0,0
YMR292W,0,0
YDR099W,0,0
YIL002C,0,0
YIL056W,0,0
YDR421W,0,0
YDR188W,0,0
YLR130C,0,0
YLR411W,0,0
YBR175W,0,0
YDL232W,0,0
YCR044C,0,0
YNR059W,0,0
YKL205W,0,0
YJR145C,0,0
YKR059W,0,0
YCR028C-A,0,0
YNL310C,0,0
YOL097C,0,0
YHR052W,0,0
YGR075C,0,0
YHR058C,0,0
YJL012C-A,0,0
YPL137C,0,0
YGR181W,0,0
YDR480W,0,0
YCR066W,0,0
YBR253W,0,0
YDR101C,0,0
YOL034W,0,0
YGR165W,0,0
YPR179C,0,0
YKL055C,0,0
YAL015C,0,0
YDR079C-A,0,0
YLL012W,0,0
YDR277C,0,0
YGR191W,0,0
YDL044C,0,0
YLR452C,0,0
YBR111W-A,0,0
YLR467W,0,0
YKR009C,0,0
YDR276C,0,0
YJR089W,0,0
YKL108W,0,0
YIL131C,0,0
YDR473C,0,0
YIL124W,0,0
YBL016W,0,0
YMR287C,0,0
YNL318C,0,0
YDL231C,0,0
YPR024W,0,0
YDR214W,0,0
YIL085C,0,0
YML045W-A,0,0
YPR158W-B,0,0
YJL198W,0,0
YOR150W,0,0
YHL009W-A,0,0
YPR199C,0,0
YOL091W,0,0
YIR019C,0,0
YAL020C,0,0
YKR020W,0,0
YNL116W,0,0
YDR513W,0,0
YPR067W,0,0
YDL181W,0,0
YML075C,0,0
YDR365C,0,0
YLR305C,0,0
YOR109W,0,0
YDR288W,0,0
YLL050C,0,0
YNR072W,0,0
YLL013C,0,0
YDR138W,0,0
YDR518W,0,0
YBR211C,0,0
YPL040C,0,0
YAR007C,0,0
YGR070W,0,0
YOR140W,0,0
YER020W,0,0
YLR052W,0,0
YML132W,0,0
YBR083W,0,0
YDR213W,0,0
YCR035C,0,0
YML046W,0,0
YPR162C,0,0
YER133W,0,0
YDL029W,0,0
YFL011W-A,0,0
YNL038W,0,0
YER104W,0,0
YNL054W-A,0,0
YDR449C,0,0
YBR186W,0,0
YMR042W,0,0
YGR097W,0,0
YDR440W,0,0
YOR049C,0,0
YJL014W,0,0
YKL201C,0,0
YNL251C,0,0
YBR215W,0,0
YGR257C,0,0
YAR042W,0,0
YPR008W,0,0
YDL112W,0,0
YDR227W,0,0
YCR086W,0,0
YMR112C,0,0
YDR210C-D,0,0
YDR228C,0,0
YER120W,0,0
YJR052W,0,0
YER122C,0,0
YIL073C,0,0
YOR026W,0,0
YER008C,0,0
YOL102C,0,0
YOL125W,0,0
YGR007W,0,0
YJL093C,0,0
YPL155C,0,0
YNL293W,0,0
YJR093C,0,0
YBR004C,0,0
YOL113W,0,0
YLR153C,0,0
YAR044W,0,0
YOR057W,0,0
YKR029C,0,0
YER072W,0,0
YDL166C,0,0
YGL092W,0,0
YFL035C,0,0
YHR138C,0,0
YNR060W,0,0
YKL099C,0,0
YDR167W,0,0
YPL227C,0,0
YKL139W,0,0
YDR432W,0,0
YPR128C,0,0
YNL135C,0,0
YDR279W,0,0
YDR451C,0,0
YDL174C,0,0
YDR147W,0,0
YAR014C,0,0
YIL065C,0,0
YLR369W,0,0
YIL142W,0,0
YBR114W,0,0
YDR365W-B,0,0
YPR056W,0,0
YGL001C,0,0
YLR405W,0,0
YOL044W,0,0
YBR168W,0,0
YPL076W,0,0
YNL102W,0,0
YMR127C,0,0
YIL051C,0,0
YPR036W,0,0
YKR050W,0,0
YMR058W,0,0
YBR072W,0,0
YML129C,0,0
YOL045W,0,0
YPL257W-B,0,0
YDR334W,0,0
YLR313C,0,0
YPR025C,0,0
YOR147W,0,0
YML019W,0,0
YGR275W,0,0
YOR025W,0,0
YBR048W,0,0
YLR103C,0,0
YNL288W,0,0
YKL038W,0,0
YER103W,0,0
YBR119W,0,0
YCR002C,0,0
YLR340W,0,0
YKR026C,0,0
YHR172W,0,0
YOL054W,0,0
YCR083W,0,0
YGL025C,0,0
YDR382W,0,0
YPR078C,0,0
YBL050W,0,0
YDR170W-A,0,0
YBR193C,0,0
YDR164C,0,0
YPL233W,0,0
YJR121W,0,0
YJL168C,0,0
YOL135C,0,0
YJR076C,0,0
YIR017C,0,0
YDR448W,0,0
YJL204C,0,0
YKL079W,0,0
YLR293C,0,0
YBR012W-B,0,0
YEL069C,0,0
YJL128C,0,0
YOR162C,0,0
YNR053C,0,0
YER165W,0,0
YNL111C,0,0
YOL008W,0,0
YOL072W,0,0
YOR094W,0,0
YKL125W,0,0
YPL106C,0,0
YMR101C,0,0
YLR055C,0,0
YBR029C,0,0
YOL112W,0,0
YGL053W,0,0
YML014W,0,0
YJL115W,0,0
YER106W,0,0
YHR191C,0,0
YGL071W,0,0
YML080W,0,0
YOR081C,0,0
YBR274W,0,0
YDL024C,0,0
YOR243C,0,0
YLR274W,0,0
YER089C,0,0
YBR172C,0,0
YKL160W,0,0
YJR064W,0,0
YER001W,0,0
YKL064W,0,0
YKL056C,0,0
YJL109C,0,0
YOL117W,0,0
YHR096C,0,0
YBL019W,0,0
YHR181W,0,0
YML024W,0,0
YOR341W,0,0
YOR023C,0,0
YML113W,0,0
YHL040C,0,0
YPL188W,0,0
YDR318W,0,0
YHR065C,0,0
YKL185W,0,0
YER179W,0,0
YNL281W,0,0
YEL013W,0,0
YOR237W,0,0
YCL024W,0,0
YNL197C,0,0
YDL130W,0,0
YLL040C,0,0
YBR234C,0,0
YDR247W,0,0
YOL124C,0,0
YBL008W,0,0
YCL055W,0,0
YLR201C,0,0
YDR317W,0,0
YIR015W,0,0
YIL118W,0,0
YOR217W,0,0
YBL018C,0,0
YLL001W,0,0
YNL068C,0,0
YEL015W,0,0
YPR135W,0,0
YKR056W,0,0
YMR260C,0,0
YOR178C,0,0
YPR186C,0,0
YKR003W,0,0
YJL139C,0,0
YBL052C,0,0
YBR006W,0,0
YKR038C,0,0
YLR385C,0,0
YDR240C,0,0
YGR268C,0,0
YDR092W,0,0
YGL173C,0,0
YGR252W,0,0
YDR259C,0,0
YGR024C,0,0
YBR132C,0,0
YJL011C,0,0
YGR040W,0,0
YPR173C,0,0
YPL240C,0,0
YDL140C,0,0
YLR410W-B,0,0
YML006C,0,0
YBR177C,0,0
YJR044C,0,0
YPL130W,0,0
YPL244C,0,0
YDR151C,0,0
YDR060W,0,0
YLL038C,0,0
YDR087C,0,0
YOR295W,0,0
YCR052W,0,0
YDR456W,0,0
YLR132C,0,0
YNL037C,0,0
YDR073W,0,0
YLR069C,0,0
YMR202W,0,0
YOR028C,0,0
YGR134W,0,0
YLR332W,0,0
YBR087W,0,0
YDR078C,0,0
YLR355C,0,0
YLR398C,0,0
YPL131W,0,0
YER149C,0,0
YPL018W,0,0
YML061C,0,0
YHR088W,0,0
YNL272C,0,0
YMR046C,0,0
YBL026W,0,0
YGL249W,0,0
YFL031W,0,0
YMR268C,0,0
YOR343C-A,0,0
YDL153C,0,0
YJL094C,0,0
YNL323W,0,0
YGR179C,0,0
YBR073W,0,0
YOR004W,0,0
YMR243C,0,0
YGL032C,0,0
YML034W,0,0
YPL007C,0,0
YBR195C,0,0
YHR016C,0,0
YMR039C,0,0
YBL105C,0,0
YDR461W,0,0
YLL003W,0,0
YKR014C,0,0
YEL036C,0,0
YCL031C,0,0
YHR042W,0,0
YJL145W,0,0
YOL108C,0,0
YMR030W,0,0
YML011C,0,0
YGL136C,0,0
YER054C,0,0
YAL034W-A,0,0
YGL093W,0,0
YGR109W-A,0,0
YGR140W,0,0
YLR265C,0,0
YPL177C,0,0
YPR070W,0,0
YDL031W,0,0
YIL132C,0,0
YCL074W,0,0
YKR067W,0,0
YPL087W,0,0
YML104C,0,0
YOR144C,0,0
YAL031C,0,0
YGL225W,0,0
YMR008C,0,0
YGL201C,0,0
YBL005W-B,0,0
YJR103W,0,0
YER026C,0,0
YDL080C,0,0
YOL071W,0,0
YPL101W,0,0
YBR060C,0,0
YOR372C,0,0
YDR146C,0,0
YPL257W-A,0,0
YOR122C,0,0
YBL055C,0,0
YLR060W,0,0
YPL022W,0,0
YIL031W,0,0
YBL030C,0,0
YLR418C,0,0
YGR161C,0,0
YNL245C,0,0
YOR038C,0,0
YJL018W,0,0
YPL049C,0,0
YPL126W,0,0
YOR043W,0,0
YLR263W,0,0
YHR077C,0,0
YDR345C,0,0
YNL207W,0,0
YJL033W,0,0
YDR244W,0,0
YKL021C,0,0
YBR041W,0,0
YCL066W,0,0
YJR007W,0,0
YBR061C,0,0
YLR182W,0,0
YMR021C,0,0
YLR386W,0,0
YMR192W,0,0
YPL132W,0,0
YFL026W,0,0
YDL006W,0,0
YOR239W,0,0
YDL198C,0,0
YGR044C,0,0
YER177W,0,0
YLR117C,0,0
YNL219C,0,0
YDR080W,0,0
YKL120W,0,0
YPL237W,0,0
YLL004W,0,0
YPR178W,0,0
YBL025W,0,0
YOL005C,0,0
YGR278W,0,0
YDR443C,0,0
YLL009C,0,0
YAL068C,0,0
YPR041W,0,0
YKL081W,0,0
YOR011W,0,0
YDR217C,0,0
YGR074W,0,0
YKL035W,0,0
YDR314C,0,0
YCL035C,0,0
YOL147C,0,0
YJR082C,0,0
YCL059C,0,0
YHR165C,0,0
YCL032W,0,0
YOR194C,0,0
YDR439W,0,0
YBR276C,0,0
YOL149W,0,0
YOR211C,0,0
YKL013C,0,0
YJL042W,0,0
YNL188W,0,0
YGL038C,0,0
YPL153C,0,0
YMR220W,0,0
YMR137C,0,0
YPL283C,0,0
YDR529C,0,0
YJL214W,0,0
YAL029C,0,0
YKR037C,0,0
YDL165W,0,0
YDR030C,0,0
YLR319C,0,0
YCR024C-A,0,0
YOR030W,0,0
YPL020C,0,0
YDL161W,0,0
YOR207C,0,0
YJL157C,0,0
YGL194C,0,0
YBR069C,0,0
YGR122W,0,0
YER142C,0,0
YAL026C,0,0
YER019W,0,0
YPL271W,0,0
YOR103C,0,0
YPL121C,0,0
YIR037W,0,0
YML060W,0,0
YPL042C,0,0
YFL010W-A,0,0
YGL035C,0,0
YDR393W,0,0
YNL106C,0,0
YLR249W,0,0
YLR048W,0,0
YNL133C,0,0
YHL034C,0,0
YKL146W,0,0
YGL105W,0,0
YLR197W,0,0
YJR070C,0,0
YFR055W,0,0
YPL059W,0,0
YFR037C,0,0
YML102W,0,0
YCR038C,0,0
YMR208W,0,0
YDR182W,0,0
YBR095C,0,0
YLR383W,0,0
YAL003W,0,0
YIR033W,0,0
YKR054C,0,0
YPL078C,0,0
YPL008W,0,0
YER003C,0,0
YOR035C,0,0
YOR224C,0,0
YLR329W,0,0
YJL116C,0,0
YEL030W,0,0
YOR344C,0,0
YJL029C,0,0
YOL145C,0,0
YDR123C,0,0
YBR236C,0,0
YNL139C,0,0
YBR050C,0,0
YPR042C,0,0
YKL052C,0,0
YPL019C,0,0
YDL005C,0,0
YPR072W,0,0
YNL107W,0,0
YHR124W,0,0
YGR180C,0,0
YMR290C,0,0
YKL110C,0,0
YHR148W,0,0
YHR214C-B,0,0
YJR040W,0,0
YNL003C,0,0
YOR181W,0,0
YBL003C,0,0
YHR086W,0,0
YGL014W,0,0
YDR324C,0,0
YIL114C,0,0
YBR257W,0,0
YGL232W,0,0
YDR301W,0,0
YLR135W,0,0
YKL143W,0,0
YAL002W,0,0
YBL075C,0,0
YNL029C,0,0
YBR243C,0,0
YLL021W,0,0
YKL014C,0,0
YER051W,0,0
YJL183W,0,0
YER045C,0,0
YOL016C,0,0
YDR025W,0,0
YGL068W,0,0
YGL167C,0,0
YDR120C,0,0
YDR162C,0,0
YDL035C,0,0
YNL045W,0,0
YBR065C,0,0
YPL097W,0,0
YDR113C,0,0
YDL113C,0,0
YLR200W,0,0
YPR133C,0,0
YKL200C,0,0
YGR239C,0,0
YPL211W,0,0
YKL007W,0,0
YLR260W,0,0
YJL203W,0,0
YGR285C,0,0
YNL015W,0,0
YFR019W,0,0
YNL329C,0,0
YJL050W,0,0
YDR495C,0,0
YGL205W,0,0
YDR121W,0,0
YER061C,0,0
YER042W,0,0
YDR437W,0,0
YML078W,0,0
YDR093W,0,0
YFL016C,0,0
YOR244W,0,0
YDL155W,0,0
YCR053W,0,0
YLR229C,0,0
YJL179W,0,0
YCR020C,0,0
YNL284C-B,0,0
YGR227W,0,0
YPL048W,0,0
YER031C,0,0
YPR034W,0,0
YGL120C,0,0
YNR030W,0,0
YPL266W,0,0
YCR033W,0,0
YMR016C,0,0
YIL126W,0,0
YJL062W,0,0
YEL065W,0,0
YMR076C,0,0
YBR296C,0,0
YDR200C,0,0
YGR054W,0,0
YMR299C,0,0
YHR154W,0,0
YOR319W,0,0
YGL095C,0,0
YMR092C,0,0
YHR073W,0,0
YJR084W,0,0
YBR293W,0,0
YMR311C,0,0
YBL020W,0,0
YMR068W,0,0
YMR060C,0,0
YMR188C,0,0
YOR027W,0,0
YOL116W,0,0
YPR052C,0,0
YPR065W,0,0
YIR012W,0,0
YCL025C,0,0
YNL299W,0,0
YNL282W,0,0
YMR061W,0,0
YNL101W,0,0
YBL100W-B,0,0
YDL226C,0,0
YMR164C,0,0
YOL100W,0,0
YFR005C,0,0
YPL128C,0,0
YJL209W,0,0
YBR036C,0,0
YDL047W,0,0
YMR190C,0,0
YBR082C,1,1
YBR173C,1,1
YDR328C,1,1
YLR119W,1,1
YDL132W,1,1
YOR261C,1,1
YJL034W,1,1
YLR102C,1,1
YOR249C,1,1
YNL159C,1,1
YJR131W,1,1
YPL046C,1,1
YBR201W,1,1
YNL311C,1,1
YFL025C,1,1
YMR264W,1,1
YLR380W,1,1
YDL147W,1,1
YMR119W,1,1
YHR043C,1,1
