Gene,+/-,Fold
YOR179C,1,0
YNL251C,1,0
YDR228C,1,0
YBR049C,1,0
YNL055C,0,0
YOR142W-B,0,0
YHR079C-A,0,0
YDR085C,0,0
YDR210W-B,0,0
YJL090C,0,0
YCL027W,0,0
YGR085C,0,0
YMR281W,0,0
YBL057C,0,0
YOR033C,0,0
YDR316W-B,0,0
YBR152W,0,0
YKL045W,0,0
YGL055W,0,0
YEL034W,0,0
YDR494W,0,0
YEL031W,0,0
YKR036C,0,0
YMR179W,0,0
YOR193W,0,0
YDL109C,0,0
YNL339C,0,0
YKL172W,0,0
YKR046C,0,0
YBR223C,0,0
YNL009W,0,0
YER075C,0,0
YMR054W,0,0
YBL093C,0,0
YLR285W,0,0
YLR145W,0,0
YDL126C,0,0
YAL032C,0,0
YGR098C,0,0
YDL033C,0,0
YFR024C-A,0,0
YKR062W,0,0
YFR053C,0,0
YGL226C-A,0,0
YNL313C,0,0
YNL314W,0,0
YHR169W,0,0
YDR323C,0,0
YKL048C,0,0
YOR069W,0,0
YJL113W,0,0
YGL061C,0,0
YLR411W,0,0
YCR044C,0,0
YOR039W,0,0
YNR059W,0,0
YPR037C,0,0
YKL205W,0,0
YIR002C,0,0
YIL144W,0,0
YNL310C,0,0
YHR052W,0,0
YOR362C,0,0
YLR238W,0,0
YJR033C,0,0
YLR266C,0,0
YDR364C,0,0
YBL080C,0,0
YNL097C,0,0
YPL170W,0,0
YBL097W,0,0
YOL011W,0,0
YDR027C,0,0
YIL121W,0,0
YDR400W,0,0
YGR165W,0,0
YPR081C,0,0
YDL105W,0,0
YLR342W,0,0
YCL017C,0,0
YER032W,0,0
YKL089W,0,0
YDL044C,0,0
YIL009W,0,0
YDL143W,0,0
YDL065C,0,0
YJR089W,0,0
YBL079W,0,0
YML005W,0,0
YNR046W,0,0
YPR073C,0,0
YML094W,0,0
YKR052C,0,0
YMR026C,0,0
YFL024C,0,0
YMR287C,0,0
YNL318C,0,0
YOL090W,0,0
YDL231C,0,0
YIL013C,0,0
YGR003W,0,0
YML045W-A,0,0
YDR446W,0,0
YMR227C,0,0
YFL002C,0,0
YPL016W,0,0
YPL060W,0,0
YOL091W,0,0
YPR199C,0,0
YDL003W,0,0
YNL116W,0,0
YKR008W,0,0
YDR513W,0,0
YBR084W,0,0
YLR370C,0,0
YMR293C,0,0
YGL244W,0,0
YAL005C,0,0
YNR072W,0,0
YDR288W,0,0
YCR080W,0,0
YBL071W-A,0,0
YDL128W,0,0
YKL004W,0,0
YOR119C,0,0
YOR136W,0,0
YOL105C,0,0
YMR280C,0,0
YDR210C-C,0,0
YBR211C,0,0
YNL062C,0,0
YPR005C,0,0
YML062C,0,0
YNL032W,0,0
YOL103W-A,0,0
YER020W,0,0
YNL090W,0,0
YDR148C,0,0
YDR137W,0,0
YGR244C,0,0
YDL029W,0,0
YOL089C,0,0
YNL054W-A,0,0
YDR447C,0,0
YAL056W,0,0
YDR449C,0,0
YJL133W,0,0
YBR231C,0,0
YML032C,0,0
YLR025W,0,0
YNL213C,0,0
YNL151C,0,0
YOR068C,0,0
YLR399C,0,0
YNL080C,0,0
YNL304W,0,0
YBR265W,0,0
YKR022C,0,0
YOL077C,0,0
YPL029W,0,0
YLR380W,0,0
YMR264W,0,0
YCL062W,0,0
YER006W,0,0
YDR440W,0,0
YML048W,0,0
YDR523C,0,0
YGR257C,0,0
YPR168W,0,0
YPR008W,0,0
YDR227W,0,0
YDR166C,0,0
YDR210C-D,0,0
YHL022C,0,0
YDR412W,0,0
YPL060C-A,0,0
YHR089C,0,0
YGR060W,0,0
YOR026W,0,0
YIR008C,0,0
YOL102C,0,0
YLR256W,0,0
YML016C,0,0
YNL261W,0,0
YDR378C,0,0
YOR198C,0,0
YIL143C,0,0
YJR093C,0,0
YDR273W,0,0
YBR004C,0,0
YOL113W,0,0
YML047C,0,0
YPR031W,0,0
YLR153C,0,0
YPL026C,0,0
YMR055C,0,0
YDL166C,0,0
YMR302C,0,0
YCL016C,0,0
YKL099C,0,0
YER148W,0,0
YDR432W,0,0
YJL010C,0,0
YHR023W,0,0
YHR070W,0,0
YPR055W,0,0
YLR011W,0,0
YJL100W,0,0
YCL052C,0,0
YGR081C,0,0
YIL065C,0,0
YLR369W,0,0
YJR102C,0,0
YHR167W,0,0
YCL043C,0,0
YKL193C,0,0
YLR405W,0,0
YJL101C,0,0
YEL066W,0,0
YHR012W,0,0
YNL082W,0,0
YBL045C,0,0
YPL076W,0,0
YLR039C,0,0
YDR129C,0,0
YNL292W,0,0
YKL129C,0,0
YHR214C-C,0,0
YBR247C,0,0
YIL026C,0,0
YBR070C,0,0
YML021C,0,0
YPR025C,0,0
YER159C,0,0
YOL123W,0,0
YHR143W-A,0,0
YIL117C,0,0
YPL112C,0,0
YOR221C,0,0
YLR028C,0,0
YNL156C,0,0
YBR119W,0,0
YNL001W,0,0
YLR340W,0,0
YOL069W,0,0
YCR083W,0,0
YML058W-A,0,0
YOR349W,0,0
YPR032W,0,0
YBL050W,0,0
YML039W,0,0
YJL041W,0,0
YBL005W,0,0
YGR254W,0,0
YAL058W,0,0
YPL233W,0,0
YMR048W,0,0
YML038C,0,0
YML065W,0,0
YNR054C,0,0
YBR012W-B,0,0
YDR225W,0,0
YOR162C,0,0
YAL041W,0,0
YIR010W,0,0
YPR143W,0,0
YOR367W,0,0
YDR205W,0,0
YJL048C,0,0
YOR340C,0,0
YOR094W,0,0
YGR272C,0,0
YHL007C,0,0
YGL073W,0,0
YBR029C,0,0
YOR172W,0,0
YML049C,0,0
YKL002W,0,0
YDL076C,0,0
YOL112W,0,0
YOR355W,0,0
YGR078C,0,0
YIL036W,0,0
YHL020C,0,0
YML080W,0,0
YKL022C,0,0
YDL236W,0,0
YEL009C,0,0
YKL053C-A,0,0
YDR507C,0,0
YPL031C,0,0
YFL050C,0,0
YAL025C,0,0
YER089C,0,0
YDL002C,0,0
YLL034C,0,0
YKL064W,0,0
YKL056C,0,0
YCR037C,0,0
YOR226C,0,0
YDL154W,0,0
YGR162W,0,0
YDR261C-C,0,0
YDL159W,0,0
YHR181W,0,0
YBR216C,0,0
YJL170C,0,0
YNL248C,0,0
YER100W,0,0
YGL111W,0,0
YPL015C,0,0
YBR102C,0,0
YPL091W,0,0
YHL027W,0,0
YLR371W,0,0
YNL182C,0,0
YKL113C,0,0
YKR019C,0,0
YDR014W-A,0,0
YOR237W,0,0
YAR010C,0,0
YDR358W,0,0
YDL130W,0,0
YLL040C,0,0
YDR043C,0,0
YMR168C,0,0
YOR034C,0,0
YCL055W,0,0
YPR083W,0,0
YLR141W,0,0
YIL118W,0,0
YJL026W,0,0
YMR263W,0,0
YJL005W,0,0
YMR006C,0,0
YDR487C,0,0
YOR014W,0,0
YJL020C,0,0
YHR030C,0,0
YEL015W,0,0
YNL121C,0,0
YJL065C,0,0
YDR183W,0,0
YOL078W,0,0
YGR063C,0,0
YOR178C,0,0
YLR224W,0,0
YER137C-A,0,0
YPR108W,0,0
YMR260C,0,0
YOR204W,0,0
YNL026W,0,0
YDR297W,0,0
YCR075C,0,0
YKL203C,0,0
