Gene,+/-,Fold
YMR037C,1,0
YGL209W,1,0
YNL103W,1,0
YOL004W,1,0
YMR236W,1,0
YDR303C,1,0
YDR451C,1,0
YML027W,1,0
YLR384C,1,0
YGL162W,1,0
YMR179W,1,0
YJR102C,1,0
YHR084W,1,0
YMR182C,1,0
YAL032C,1,0
YCR093W,1,0
YGL207W,1,0
YPL089C,1,0
YGL096W,1,0
YPR025C,1,0
YMR039C,1,0
YNL314W,1,0
YER159C,1,0
YGR005C,1,0
YOR224C,1,0
YOL051W,1,0
YDR216W,1,0
YPL177C,1,0
YML098W,1,0
YOR338W,1,0
YPL046C,1,0
YPL002C,1,0
YBL005W,1,0
YOL135C,1,0
YBR198C,1,0
YKL062W,1,0
YPL101W,1,0
YDR146C,1,0
YNR010W,1,0
YJL056C,1,0
YLR418C,1,0
YOR123C,1,0
YIL017W,1,0
YLR005W,1,0
YEL009C,1,0
YFL024C,1,0
YOR048C,1,0
YGL151W,1,0
YOR047C,1,0
YKL112W,1,0
YMR227C,1,0
YOR244W,1,0
YPL016W,1,0
YCL066W,1,0
YDR501W,1,0
YGR104C,1,0
YJR140C,1,0
YMR280C,1,0
YNL167C,1,0
YML062C,1,0
YOR281C,1,0
YBR083W,1,0
YER164W,1,0
YNL330C,1,0
YER133W,1,0
YCL055W,1,0
YOR304W,1,0
YBL008W,1,0
YCR040W,1,0
YAL068C,1,0
YOL006C,1,0
YML114C,1,0
YBL103C,1,0
YDR173C,1,0
YCR042C,1,0
YPL082C,1,0
YPR052C,1,0
YKL043W,1,0
YGR274C,1,0
YCR065W,1,0
YDR028C,1,0
YER068W,1,0
YLR417W,1,0
YJL012C,0,0
YDL064W,0,0
YDL028C,0,0
YDR210W-B,0,0
YLR447C,0,0
YFL055W,0,0
YPL193W,0,0
YGL257C,0,0
YGR085C,0,0
YER138C,0,0
YBR152W,0,0
YIR021W,0,0
YJR001W,0,0
YCL040W,0,0
YLR002C,0,0
YGR094W,0,0
YEL050C,0,0
YKR036C,0,0
YDR343C,0,0
YMR167W,0,0
YNL242W,0,0
YNL339C,0,0
YJR120W,0,0
YFL041W,0,0
YHR205W,0,0
YNL006W,0,0
YDR021W,0,0
YKL182W,0,0
YDR202C,0,0
YHR129C,0,0
YGR098C,0,0
YER094C,0,0
YPL239W,0,0
YJL021C,0,0
YBL041W,0,0
YEL062W,0,0
YBL005W-A,0,0
YLR304C,0,0
YOR020C,0,0
YJR094C,0,0
YDR254W,0,0
YOL088C,0,0
YKL048C,0,0
YDL042C,0,0
YBL014C,0,0
YBR175W,0,0
YDL201W,0,0
YGR027W-A,0,0
YOR039W,0,0
YOR229W,0,0
YMR072W,0,0
YOL021C,0,0
YIR002C,0,0
YKR059W,0,0
YCR028C-A,0,0
YNL310C,0,0
YHR052W,0,0
YER174C,0,0
YGL018C,0,0
YDR069C,0,0
YCL044C,0,0
YJR118C,0,0
YFR036W,0,0
YDR110W,0,0
YCR066W,0,0
YBL097W,0,0
YPL170W,0,0
YOR076C,0,0
YBR035C,0,0
YIL121W,0,0
YDR027C,0,0
YPR081C,0,0
YCL004W,0,0
YAL015C,0,0
YPL241C,0,0
YER032W,0,0
YOR133W,0,0
YDR277C,0,0
YOL122C,0,0
YLR147C,0,0
YBR098W,0,0
YMR038C,0,0
YMR229C,0,0
YDR034C-C,0,0
YDR473C,0,0
YIL124W,0,0
YKL130C,0,0
YKR052C,0,0
YHR106W,0,0
YGL122C,0,0
YJL091C,0,0
YDR065W,0,0
YKL095W,0,0
YLL018C-A,0,0
YLR106C,0,0
YDR075W,0,0
YPR158W-B,0,0
YDR446W,0,0
YJL198W,0,0
YOR008C,0,0
YDR429C,0,0
YLR206W,0,0
