Gene,+/-,Fold
YOL115W,1,0
YNL016W,1,0
YCR093W,1,0
YLR270W,1,0
YER112W,1,0
YDR378C,1,0
YNL147W,1,0
YDL160C,1,0
YIL079C,1,0
YJL209W,1,0
YER035W,1,0
YAL021C,1,0
YDL165W,1,0
YGL213C,1,0
YGR095C,1,0
YGL014W,1,0
YGR072W,1,0
YJL012C,0,0
YNL055C,0,0
YGL209W,0,0
YGR089W,0,0
YJL085W,0,0
YDL028C,0,0
YDR210W-B,0,0
YJL165C,0,0
YLR447C,0,0
YPL193W,0,0
YGR085C,0,0
YOR132W,0,0
YDR316W-B,0,0
YBL057C,0,0
YOR208W,0,0
YDR385W,0,0
YNL236W,0,0
YJR001W,0,0
YFR031C,0,0
YLR002C,0,0
YDR337W,0,0
YBL039C,0,0
YGR094W,0,0
YEL050C,0,0
YML099C,0,0
YNL075W,0,0
YER012W,0,0
YDR341C,0,0
YNL339C,0,0
YDL235C,0,0
YKL172W,0,0
YDR195W,0,0
YLR254C,0,0
YOR329C,0,0
YPL083C,0,0
YHR205W,0,0
YGL144C,0,0
YNL006W,0,0
YMR276W,0,0
YOR171C,0,0
YLR256W-A,0,0
YLR219W,0,0
YDR202C,0,0
YDR040C,0,0
YDR122W,0,0
YMR128W,0,0
YPL239W,0,0
YJL021C,0,0
YFR053C,0,0
YML069W,0,0
YLR304C,0,0
YMR088C,0,0
YDR342C,0,0
YNL313C,0,0
YNL314W,0,0
YOR209C,0,0
YMR292W,0,0
YNL302C,0,0
YHR169W,0,0
YLR215C,0,0
YJR065C,0,0
YBR129C,0,0
YBR175W,0,0
YDR046C,0,0
YPR009W,0,0
YMR072W,0,0
YIR002C,0,0
YDL185W,0,0
YMR207C,0,0
YDR150W,0,0
YGR075C,0,0
YJL012C-A,0,0
YLR266C,0,0
YHR058C,0,0
YFR036W,0,0
YGR181W,0,0
YDR480W,0,0
YDR346C,0,0
YGL019W,0,0
YCL054W,0,0
YCR066W,0,0
YPL170W,0,0
YBL097W,0,0
YBR035C,0,0
YDR400W,0,0
YOR259C,0,0
YKL055C,0,0
YLR342W,0,0
YLR110C,0,0
YDR079C-A,0,0
YLL012W,0,0
YOR133W,0,0
YDR265W,0,0
YOL122C,0,0
YMR314W,0,0
YDL044C,0,0
YOL009C,0,0
YDL065C,0,0
YMR229C,0,0
YAR019C,0,0
YOR149C,0,0
YDR276C,0,0
YNL270C,0,0
YOR326W,0,0
YLR459W,0,0
YOR327C,0,0
YML005W,0,0
YNR046W,0,0
YKR052C,0,0
YOR089C,0,0
YML115C,0,0
YKL059C,0,0
YJR112W,0,0
YBL016W,0,0
YDR464W,0,0
YOR142W,0,0
YGL094C,0,0
YFL024C,0,0
YJL102W,0,0
YDL231C,0,0
YGL151W,0,0
YOL090W,0,0
YNL172W,0,0
YHR041C,0,0
YGL210W,0,0
YPL254W,0,0
YLL018C-A,0,0
YPL270W,0,0
YML045W-A,0,0
YDR446W,0,0
YGR222W,0,0
YJL198W,0,0
YGL240W,0,0
YHL009W-A,0,0
YPL060W,0,0
YDR306C,0,0
YJL210W,0,0
YNR075W,0,0
YNL116W,0,0
YOL103W-B,0,0
YDR365C,0,0
YMR293C,0,0
YOR245C,0,0
YML075C,0,0
YNR016C,0,0
YPR161C,0,0
YDR288W,0,0
YCR080W,0,0
YKL004W,0,0
YPR016C,0,0
YOR119C,0,0
YDR210C-C,0,0
YOR201C,0,0
YPL212C,0,0
YPR005C,0,0
YNL066W,0,0
YML062C,0,0
YNL047C,0,0
YML112W,0,0
YPL231W,0,0
YIL048W,0,0
YMR047C,0,0
YHR158C,0,0
YPR162C,0,0
YOR156C,0,0
YFL011W-A,0,0
YNL038W,0,0
YER118C,0,0
YGR008C,0,0
YML032C,0,0
YPR111W,0,0
YIL139C,0,0
YDL130W-A,0,0
YNL304W,0,0
YGR097W,0,0
YMR264W,0,0
YNL251C,0,0
YDR523C,0,0
YGR257C,0,0
YPR168W,0,0
YCL075W,0,0
YOL076W,0,0
YIL030C,0,0
YLL061W,0,0
YBR290W,0,0
YGR142W,0,0
YDR210C-D,0,0
YOR026W,0,0
YOR179C,0,0
YGL142C,0,0
YOL133W,0,0
YLR357W,0,0
YGR007W,0,0
YCR065W,0,0
YNL261W,0,0
YDR251W,0,0
YJL093C,0,0
YDL197C,0,0
YLR003C,0,0
YLL022C,0,0
YOR198C,0,0
YJR093C,0,0
YML036W,0,0
YDR273W,0,0
YER072W,0,0
YMR055C,0,0
YJL129C,0,0
YGR157W,0,0
YFL035C,0,0
YHR138C,0,0
YDR224C,0,0
YMR236W,0,0
YML015C,0,0
YPL227C,0,0
YBR160W,0,0
YGL183C,0,0
YHR023W,0,0
YHR026W,0,0
YNL135C,0,0
YIL023C,0,0
YDR451C,0,0
YJR021C,0,0
YLR191W,0,0
YBR130C,0,0
YLR011W,0,0
YCL052C,0,0
YNL286W,0,0
YJL148W,0,0
YIL142W,0,0
YJR102C,0,0
YCL043C,0,0
YKL193C,0,0
YDL170W,0,0
YDR365W-B,0,0
YBL061C,0,0
YEL066W,0,0
YGR056W,0,0
YBL045C,0,0
YMR182C,0,0
